id,text,label,cleaned_text,stemmed_text
457,توصيل مو حلو وصل متااخر جداا,negative,توصيل مو حلو وصل متااخر جداا,وصل مو حلو وصل ااخر جدا
485,تعامل راقي وخدمة قمة,positive,تعامل راقي وخدمه قمه,عمل رقي خدم قمه
359,المكان مو زين والنظافة صفر,negative,المكان مو زين والنظافه صفر,كان مو زين نظف صفر
19,تعامل راقي وخدمة رائعة,positive,تعامل راقي وخدمه رائعه,عمل رقي خدم رئع
95,تاخير كبير والتعامل ردية,negative,تاخير كبير والتعامل رديه,اخر كبر عمل رده
362,تعاامل رااقي جداااااا واالخدمة ااسطوري,positive,تعاامل رااقي جدا واالخدمه ااسطوري,عامل راق جدا واالخدمه سطر
327,خدمة العملاء اسطوري والتوصيل سريع,positive,خدمه العملاء اسطوري والتوصيل سريع,خدم عملاء سطر وصل سرع
500,الاكل ردية والخدمة اسوا,negative,الاكل رديه والخدمه اسوا,اكل رده خدم اسا
489,والله الخدمة فاشل جدا ما انصح,negative,والله الخدمه فاشل جدا ما انصح,ولل خدم فشل جدا ما نصح
361,المنتج جميلة نفس الوصف بالضبط,positive,المنتج جميله نفس الوصف بالضبط,نتج جمل نفس وصف ضبط
87,اسعار مبالغ فيها والخدمة ماشي,negative,اسعار مبالغ فيها والخدمه ماشي,سعر بلغ فيه خدم اشي
459,جودة تعبانة والسعر مرتفع,negative,جوده تعبانه والسعر مرتفع,جود تعب سعر رفع
223,المنتج وصل بسرعة والجودة خرافي,positive,المنتج وصل بسرعه والجوده خرافي,نتج وصل سرع جود خرف
193,لا انصح ابدا الخدمة فاشلة,negative,لا انصح ابدا الخدمه فاشله,لا نصح ابد خدم فشل
125,تعامل راقي وخدمة روعة,positive,تعامل راقي وخدمه روعه,عمل رقي خدم روع
36,االمنتج وصل بسرعة واالجودة راائعة,positive,االمنتج وصل بسرعه واالجوده راائعه,نتج وصل سرع واالجوده راع
476,ما عندي كلام اقوله غير قمة,positive,ما عندي كلام اقوله غير قمه,ما عند كلم اقل غير قمه
499,اسوا تجربة الخدمة مو زين,negative,اسوا تجربه الخدمه مو زين,اسا جرب خدم مو زين
5,الاكل طيب مررررة تمام والسعر معقول,positive,الاكل طيب مره تمام والسعر معقول,اكل طيب مره تمم سعر عقل
188,ما عندي كلام اقوله غير طيب,positive,ما عندي كلام اقوله غير طيب,ما عند كلم اقل غير طيب
48,االمكاان نظيف وخراافية وااسعااره منااسبة,positive,االمكاان نظيف وخراافيه وااسعااره منااسبه,الم نظف وخراافيه وااسعااره منااسب
194,زرت االمكاان اامس واالحمد لله كاان راائعة,positive,زرت االمكاان اامس واالحمد لله كاان راائعه,زرت الم امس حمد لله كان راع
456,جودة مو حلو والسعر مرتفع,negative,جوده مو حلو والسعر مرتفع,جود مو حلو سعر رفع
272,ما عندي كلام اقوله غير رائعة,positive,ما عندي كلام اقوله غير رائعه,ما عند كلم اقل غير رئع
69,تجربة حلوة بكل المقاييس,positive,تجربه حلوه بكل المقاييس,جرب حله بكل مقاييس
195,المنتج خرب بسرعة جودة سيئة,negative,المنتج خرب بسرعه جوده سيئه,نتج خرب سرع جود سيئ
143,تجربة ردية لن ااعود مرة ثاانية,negative,تجربه رديه لن ااعود مره ثاانيه,جرب رده لن اعد مره ثان
105,واالله االخدمة زفت جداا ماا اانصح,negative,واالله االخدمه زفت جداا ماا اانصح,الل خدم زفت جدا ماا نصح
440,خدمة العملاء رائعة والتوصيل سريع,positive,خدمه العملاء رائعه والتوصيل سريع,خدم عملاء رئع وصل سرع
3,اول مرة اجرب وطلع تمام جدا,positive,اول مره اجرب وطلع تمام جدا,اول مره جرب طلع تمم جدا
245,ما انصح احد يروح المكان سيء,negative,ما انصح احد يروح المكان سيء,ما نصح احد يرح كان سيء
462,الله يعطيهم العافية خدمتهم رائعة,positive,الله يعطيهم العافيه خدمتهم رائعه,الل يعط عفي خدم رئع
198,والله المكان ممتازة ما تنلقى زيه في صنعاء,positive,والله المكان ممتازه ما تنلقي زيه في صنعاء,ولل كان متز ما نلق زيه في صنعاء
115,لاا اانصح اابداا االخدمة مو زين,negative,لاا اانصح اابداا االخدمه مو زين,لاا نصح ابد خدم مو زين
60,بصراحة المكان ممتازة ما توقعت كذا,positive,بصراحه المكان ممتازه ما توقعت كذا,صرح كان متز ما وقع كذا
499,انصحكم فيه المكان خرافية بزاف,positive,انصحكم فيه المكان خرافيه بزاف,نصح فيه كان خرف بزف
232,زرت االمكاان اامس واالحمد لله كاان طيب,positive,زرت االمكاان اامس واالحمد لله كاان طيب,زرت الم امس حمد لله كان طيب
275,المنتج خايسة ما يستاهل فلوسه,negative,المنتج خايسه ما يستاهل فلوسه,نتج خيس ما تهل فلس
258,المكان ماشي والاسعار غالية بزاف,negative,المكان ماشي والاسعار غاليه بزاف,كان اشي سعر غلي بزف
487,ما انصح احد يروح المكان سيئة,negative,ما انصح احد يروح المكان سيئه,ما نصح احد يرح كان سيئ
167,المنتج خرافية نفس الوصف بالضبط,positive,المنتج خرافيه نفس الوصف بالضبط,نتج خرف نفس وصف ضبط
444,خدمة العملاء فاشل لا يردون,negative,خدمه العملاء فاشل لا يردون,خدم عملاء فشل لا يرد
399,تعامل خايسة ما يحترمون الزبون,negative,تعامل خايسه ما يحترمون الزبون,عمل خيس ما حرم زبن
340,تاخير كبير والتعامل سيئة,negative,تاخير كبير والتعامل سيئه,اخر كبر عمل سيئ
352,الجودة جميل والسعر ممتاز,positive,الجوده جميل والسعر ممتاز,جود جمل سعر متز
297,الاكل ردية والخدمة اسوا,negative,الاكل رديه والخدمه اسوا,اكل رده خدم اسا
121,تجربة روعة بكل المقاييس,positive,تجربه روعه بكل المقاييس,جرب روع بكل مقاييس
410,جودة فااشلة واالسعر مرتفع,negative,جوده فااشله واالسعر مرتفع,جود اشل سعر رفع
77,االمنتج وصل متااخر واالجودة زفت,negative,االمنتج وصل متااخر واالجوده زفت,نتج وصل ااخر واالجوده زفت
8,لا انصح ابدا الخدمة خايس,negative,لا انصح ابدا الخدمه خايس,لا نصح ابد خدم خيس
426,الاكل جميل والخدمة احسن,positive,الاكل جميل والخدمه احسن,اكل جمل خدم احس
185,اسعار مبالغ فيها والخدمة تعبانة,negative,اسعار مبالغ فيها والخدمه تعبانه,سعر بلغ فيه خدم تعب
384,خيبة اامل كبيرة االخدمة تعباانة,negative,خيبه اامل كبيره االخدمه تعباانه,خيب امل كبر خدم تعب
478,المكان سيئة والنظافة صفر,negative,المكان سيئه والنظافه صفر,كان سيئ نظف صفر
82,ما عندي كلام اقوله غير طيب,positive,ما عندي كلام اقوله غير طيب,ما عند كلم اقل غير طيب
240,الجودة رائعة والسعر ممتاز,positive,الجوده رائعه والسعر ممتاز,جود رئع سعر متز
127,ما انصح احد يروح المكان تعبان,negative,ما انصح احد يروح المكان تعبان,ما نصح احد يرح كان تعب
306,الاكل روعة والخدمة احسن,positive,الاكل روعه والخدمه احسن,اكل روع خدم احس
16,زرت المكان امس والحمد لله كان ممتاز,positive,زرت المكان امس والحمد لله كان ممتاز,زرت كان امس حمد لله كان متز
465,تعامل راقي جدااا والخدمة ممتازة,positive,تعامل راقي جدا والخدمه ممتازه,عمل رقي جدا خدم متز
333,ما عندي كلام اقوله غير حلوة,positive,ما عندي كلام اقوله غير حلوه,ما عند كلم اقل غير حله
283,والله الخدمة زفت جدا ما انصح,negative,والله الخدمه زفت جدا ما انصح,ولل خدم زفت جدا ما نصح
104,خدمة العملاء زفت لا يردون,negative,خدمه العملاء زفت لا يردون,خدم عملاء زفت لا يرد
288,ما انصح احد يروح المكان سيء,negative,ما انصح احد يروح المكان سيء,ما نصح احد يرح كان سيء
431,المنتج خرب بسرعة جودة خايسة,negative,المنتج خرب بسرعه جوده خايسه,نتج خرب سرع جود خيس
377,انصحكم فيه المكان خرافية بزاف,positive,انصحكم فيه المكان خرافيه بزاف,نصح فيه كان خرف بزف
494,الاكل سيئة والخدمة اسوا,negative,الاكل سيئه والخدمه اسوا,اكل سيئ خدم اسا
296,ما انصح احد يروح المكان خايس,negative,ما انصح احد يروح المكان خايس,ما نصح احد يرح كان خيس
340,الاكل قمة والخدمة احسن,positive,الاكل قمه والخدمه احسن,اكل قمه خدم احس
282,المنتج وصل بسرعة والجودة جميلة,positive,المنتج وصل بسرعه والجوده جميله,نتج وصل سرع جود جمل
109,تجربة خايس لن اعود مرة ثانية,negative,تجربه خايس لن اعود مره ثانيه,جرب خيس لن اعد مره ثني
479,منتج رائعة وانصح الجميع فيه,positive,منتج رائعه وانصح الجميع فيه,نتج رئع نصح جمع فيه
48,تاخير كبير والتعامل خايس,negative,تاخير كبير والتعامل خايس,اخر كبر عمل خيس
175,تعامل فاشلة ما يحترمون الزبون,negative,تعامل فاشله ما يحترمون الزبون,عمل فشل ما حرم زبن
255,ما انصح احد يروح المكان ردي,negative,ما انصح احد يروح المكان ردي,ما نصح احد يرح كان ردي
108,والله المكان اسطوري ما تنلقى زيه في صنعاء,positive,والله المكان اسطوري ما تنلقي زيه في صنعاء,ولل كان سطر ما نلق زيه في صنعاء
207,المنتج وصل متاخر والجودة فاشلة,negative,المنتج وصل متاخر والجوده فاشله,نتج وصل تخر جود فشل
467,المنتج ممتاز نفس الوصف بالضبط,positive,المنتج ممتاز نفس الوصف بالضبط,نتج متز نفس وصف ضبط
138,المنتج خرافي نفس الوصف بالضبط,positive,المنتج خرافي نفس الوصف بالضبط,نتج خرف نفس وصف ضبط
422,خدمة العملاء فاشلة لا يردون,negative,خدمه العملاء فاشله لا يردون,خدم عملاء فشل لا يرد
278,لا انصح ابدا الخدمة مو زين,negative,لا انصح ابدا الخدمه مو زين,لا نصح ابد خدم مو زين
418,الله يعطيهم العافية خدمتهم روعة,positive,الله يعطيهم العافيه خدمتهم روعه,الل يعط عفي خدم روع
408,افضل مكان في المنطقة الخدمة جميل,positive,افضل مكان في المنطقه الخدمه جميل,فضل كان في طقه خدم جمل
477,تعامل راقي جدااا والخدمة جميل,positive,تعامل راقي جدا والخدمه جميل,عمل رقي جدا خدم جمل
327,جودة تعبان والسعر مرتفع,negative,جوده تعبان والسعر مرتفع,جود تعب سعر رفع
290,اول مرة اجرب وطلع خرافي جدا,positive,اول مره اجرب وطلع خرافي جدا,اول مره جرب طلع خرف جدا
177,خدمة االعملااء سيء لاا يردون,negative,خدمه االعملااء سيء لاا يردون,خدم االعملااء سيء لاا يرد
251,تاخير كبير والتعامل ردي,negative,تاخير كبير والتعامل ردي,اخر كبر عمل ردي
417,الله يعطيهم العافية خدمتهم قمة,positive,الله يعطيهم العافيه خدمتهم قمه,الل يعط عفي خدم قمه
469,تعامل راقي جدااا والخدمة طيب,positive,تعامل راقي جدا والخدمه طيب,عمل رقي جدا خدم طيب
394,للاسف التعامل سيئة جدا,negative,للاسف التعامل سيئه جدا,اسف عمل سيئ جدا
168,المنتج وصل متاخر والجودة فاشلة,negative,المنتج وصل متاخر والجوده فاشله,نتج وصل تخر جود فشل
126,خدمة االعملااء روعة واالتوصيل سريع,positive,خدمه االعملااء روعه واالتوصيل سريع,خدم االعملااء روع واالتوصيل سرع
475,زرت المكان امس والحمد لله كان رائعة,positive,زرت المكان امس والحمد لله كان رائعه,زرت كان امس حمد لله كان رئع
208,افضل مكان في المنطقة الخدمة روعة,positive,افضل مكان في المنطقه الخدمه روعه,فضل كان في طقه خدم روع
64,الاكل جميلة والخدمة احسن,positive,الاكل جميله والخدمه احسن,اكل جمل خدم احس
225,المنتج تعبان ما يستاهل فلوسه,negative,المنتج تعبان ما يستاهل فلوسه,نتج تعب ما تهل فلس
406,المنتج جميل نفس الوصف بالضبط,positive,المنتج جميل نفس الوصف بالضبط,نتج جمل نفس وصف ضبط
480,الله يعطيهم العافية خدمتهم اسطوري,positive,الله يعطيهم العافيه خدمتهم اسطوري,الل يعط عفي خدم سطر
187,تاخير كبير والتعامل فاشلة,negative,تاخير كبير والتعامل فاشله,اخر كبر عمل فشل
111,والله الخدمة تعبانة جدا ما انصح,negative,والله الخدمه تعبانه جدا ما انصح,ولل خدم تعب جدا ما نصح
252,لا انصح ابدا الخدمة تعبانة,negative,لا انصح ابدا الخدمه تعبانه,لا نصح ابد خدم تعب
151,تجربة ردي لن اعود مرة ثانية,negative,تجربه ردي لن اعود مره ثانيه,جرب ردي لن اعد مره ثني
356,الله يعطيهم العافية خدمتهم حلوة,positive,الله يعطيهم العافيه خدمتهم حلوه,الل يعط عفي خدم حله
267,للاسف التعامل فاشلة جدا,negative,للاسف التعامل فاشله جدا,اسف عمل فشل جدا
411,تجربة مو زين لن اعود مرة ثانية,negative,تجربه مو زين لن اعود مره ثانيه,جرب مو زين لن اعد مره ثني
345,لا انصح ابدا الخدمة مو حلو,negative,لا انصح ابدا الخدمه مو حلو,لا نصح ابد خدم مو حلو
210,المكان نظيف وممتاز واسعاره مناسبة,positive,المكان نظيف وممتاز واسعاره مناسبه,كان نظف متز سعر نسب
30,بصراحة المكان حلوة ما توقعت كذا,positive,بصراحه المكان حلوه ما توقعت كذا,صرح كان حله ما وقع كذا
350,اانصحكم فيه االمكاان طيبة بزااف,positive,اانصحكم فيه االمكاان طيبه بزااف,نصح فيه الم طيب زاف
150,المنتج وصل بسرعة والجودة حلوة,positive,المنتج وصل بسرعه والجوده حلوه,نتج وصل سرع جود حله
77,ما شاء الله الخدمة حلو والطاقم محترم جدا,positive,ما شاء الله الخدمه حلو والطاقم محترم جدا,ما شاء الل خدم حلو طقم حرم جدا
286,المنتج وصل بسرعة والجودة جميل,positive,المنتج وصل بسرعه والجوده جميل,نتج وصل سرع جود جمل
439,والله المكان تمام ما تنلقى زيه في صنعاء,positive,والله المكان تمام ما تنلقي زيه في صنعاء,ولل كان تمم ما نلق زيه في صنعاء
346,افضل مكان في المنطقة الخدمة خرافي,positive,افضل مكان في المنطقه الخدمه خرافي,فضل كان في طقه خدم خرف
49,خيبة امل كبيرة الخدمة فاشلة,negative,خيبه امل كبيره الخدمه فاشله,خيب امل كبر خدم فشل
231,ما عندي كلام اقوله غير جميل,positive,ما عندي كلام اقوله غير جميل,ما عند كلم اقل غير جمل
68,جودة ماشي والسعر مرتفع,negative,جوده ماشي والسعر مرتفع,جود اشي سعر رفع
221,الاكل خرافي والخدمة احسن,positive,الاكل خرافي والخدمه احسن,اكل خرف خدم احس
421,خدمة العملاء خايس لا يردون,negative,خدمه العملاء خايس لا يردون,خدم عملاء خيس لا يرد
33,والله الخدمة ماشي جدا ما انصح,negative,والله الخدمه ماشي جدا ما انصح,ولل خدم اشي جدا ما نصح
83,الله يعطيهم العافية خدمتهم روعة,positive,الله يعطيهم العافيه خدمتهم روعه,الل يعط عفي خدم روع
488,المكان نظيف وخرافي واسعاره مناسبة,positive,المكان نظيف وخرافي واسعاره مناسبه,كان نظف خرف سعر نسب
393,المنتج تعبانة غير الصور,negative,المنتج تعبانه غير الصور,نتج تعب غير صور
157,خيبة امل كبيرة الخدمة تعبانة,negative,خيبه امل كبيره الخدمه تعبانه,خيب امل كبر خدم تعب
272,الاكل ماشي والخدمة اسوا,negative,الاكل ماشي والخدمه اسوا,اكل اشي خدم اسا
161,والله المكان رائعة ما تنلقى زيه في صنعاء,positive,والله المكان رائعه ما تنلقي زيه في صنعاء,ولل كان رئع ما نلق زيه في صنعاء
331,ااول مرة ااجرب وطلع راائع جداا,positive,ااول مره ااجرب وطلع راائع جداا,اول مره جرب طلع راع جدا
3,جودة ماشي والسعر مرتفع,negative,جوده ماشي والسعر مرتفع,جود اشي سعر رفع
489,المكان نظيف وتمام واسعاره مناسبة,positive,المكان نظيف وتمام واسعاره مناسبه,كان نظف تمم سعر نسب
266,المنتج فاشل غير الصور,negative,المنتج فاشل غير الصور,نتج فشل غير صور
500,بصرااحة االمكاان روعة ماا توقعت كذاا,positive,بصرااحه االمكاان روعه ماا توقعت كذاا,صراح الم روع ماا وقع كذا
336,المنتج وصل بسرعة والجودة حلو,positive,المنتج وصل بسرعه والجوده حلو,نتج وصل سرع جود حلو
390,خيبة امل كبيرة الخدمة ماشي,negative,خيبه امل كبيره الخدمه ماشي,خيب امل كبر خدم اشي
313,اسعار مبالغ فيها والخدمة فاشل,negative,اسعار مبالغ فيها والخدمه فاشل,سعر بلغ فيه خدم فشل
492,المنتج وصل متاخر والجودة ردية,negative,المنتج وصل متاخر والجوده رديه,نتج وصل تخر جود رده
10,ما عندي كلام اقوله غير حلوة,positive,ما عندي كلام اقوله غير حلوه,ما عند كلم اقل غير حله
120,ما عندي كلام اقوله غير حلو,positive,ما عندي كلام اقوله غير حلو,ما عند كلم اقل غير حلو
438,تعامل مو حلو ما يحترمون الزبون,negative,تعامل مو حلو ما يحترمون الزبون,عمل مو حلو ما حرم زبن
115,افضل مكان في المنطقة الخدمة رائعة,positive,افضل مكان في المنطقه الخدمه رائعه,فضل كان في طقه خدم رئع
113,المكان خايس والنظافة صفر,negative,المكان خايس والنظافه صفر,كان خيس نظف صفر
119,المنتج حلوة نفس الوصف بالضبط,positive,المنتج حلوه نفس الوصف بالضبط,نتج حله نفس وصف ضبط
251,تعاامل رااقي جداااااا واالخدمة راائع,positive,تعاامل رااقي جدا واالخدمه راائع,عامل راق جدا واالخدمه راع
497,تجربة رائعة بكل المقاييس,positive,تجربه رائعه بكل المقاييس,جرب رئع بكل مقاييس
23,منتج رائعة وانصح الجميع فيه,positive,منتج رائعه وانصح الجميع فيه,نتج رئع نصح جمع فيه
498,المكان تعبان والاسعار غالية بزاف,negative,المكان تعبان والاسعار غاليه بزاف,كان تعب سعر غلي بزف
395,تاخير كبير والتعامل مو حلو,negative,تاخير كبير والتعامل مو حلو,اخر كبر عمل مو حلو
473,بصراحة المكان ممتازة ما توقعت كذا,positive,بصراحه المكان ممتازه ما توقعت كذا,صرح كان متز ما وقع كذا
373,ما عندي كلام اقوله غير تمام,positive,ما عندي كلام اقوله غير تمام,ما عند كلم اقل غير تمم
468,زرت االمكاان اامس واالحمد لله كاان جميلة,positive,زرت االمكاان اامس واالحمد لله كاان جميله,زرت الم امس حمد لله كان جمل
231,خيبة امل كبيرة الخدمة زفت,negative,خيبه امل كبيره الخدمه زفت,خيب امل كبر خدم زفت
344,تجربة ممتاز بكل المقاييس,positive,تجربه ممتاز بكل المقاييس,جرب متز بكل مقاييس
167,المنتج خايسة ما يستاهل فلوسه,negative,المنتج خايسه ما يستاهل فلوسه,نتج خيس ما تهل فلس
306,اسوا تجربة الخدمة سيئة,negative,اسوا تجربه الخدمه سيئه,اسا جرب خدم سيئ
169,االله يعطيهم االعاافية خدمتهم طيب,positive,االله يعطيهم االعاافيه خدمتهم طيب,الل يعط االعاافيه خدم طيب
42,انصحكم فيه المكان حلوة بزاف,positive,انصحكم فيه المكان حلوه بزاف,نصح فيه كان حله بزف
319,خيبة امل كبيرة الخدمة تعبانة,negative,خيبه امل كبيره الخدمه تعبانه,خيب امل كبر خدم تعب
432,اسعار مبالغ فيها والخدمة ماشي,negative,اسعار مبالغ فيها والخدمه ماشي,سعر بلغ فيه خدم اشي
281,المنتج حلوة نفس الوصف بالضبط,positive,المنتج حلوه نفس الوصف بالضبط,نتج حله نفس وصف ضبط
244,االمكاان نظيف وراائعة وااسعااره منااسبة,positive,االمكاان نظيف وراائعه وااسعااره منااسبه,الم نظف راع وااسعااره منااسب
166,انصحكم فيه المكان رائعة بزاف,positive,انصحكم فيه المكان رائعه بزاف,نصح فيه كان رئع بزف
43,المنتج وصل بسرعة والجودة حلوة,positive,المنتج وصل بسرعه والجوده حلوه,نتج وصل سرع جود حله
279,جودة خايس والسعر مرتفع,negative,جوده خايس والسعر مرتفع,جود خيس سعر رفع
253,االمنتج روعة نفس االوصف باالضبط,positive,االمنتج روعه نفس االوصف باالضبط,نتج روع نفس وصف ضبط
25,انصحكم فيه المكان تمام بزاف,positive,انصحكم فيه المكان تمام بزاف,نصح فيه كان تمم بزف
52,انصحكم فيه المكان جميل بزاف,positive,انصحكم فيه المكان جميل بزاف,نصح فيه كان جمل بزف
246,الاكل ماشي والخدمة اسوا,negative,الاكل ماشي والخدمه اسوا,اكل اشي خدم اسا
159,تعامل راقي جدااا والخدمة ممتازة,positive,تعامل راقي جدا والخدمه ممتازه,عمل رقي جدا خدم متز
455,المنتج مو زين ما يستاهل فلوسه,negative,المنتج مو زين ما يستاهل فلوسه,نتج مو زين ما تهل فلس
249,االمكاان سيئة واالااسعاار غاالية بزااف,negative,االمكاان سيئه واالااسعاار غااليه بزااف,الم سيئ واالااسعاار غال زاف
248,تجربة اسطوري بكل المقاييس,positive,تجربه اسطوري بكل المقاييس,جرب سطر بكل مقاييس
29,والله المكان رائع ما تنلقى زيه في صنعاء,positive,والله المكان رائع ما تنلقي زيه في صنعاء,ولل كان رئع ما نلق زيه في صنعاء
304,المنتج وصل متاخر والجودة فاشل,negative,المنتج وصل متاخر والجوده فاشل,نتج وصل تخر جود فشل
56,جودة مو حلو والسعر مرتفع,negative,جوده مو حلو والسعر مرتفع,جود مو حلو سعر رفع
302,الله يعطيهم العافية خدمتهم اسطوري,positive,الله يعطيهم العافيه خدمتهم اسطوري,الل يعط عفي خدم سطر
149,ماا شااء االله االخدمة جميلة واالطااقم محترم جداا,positive,ماا شااء االله االخدمه جميله واالطااقم محترم جداا,ماا شاء الل خدم جمل واالطااقم حرم جدا
284,المنتج ماشي غير الصور,negative,المنتج ماشي غير الصور,نتج اشي غير صور
280,الاكل تعبان والخدمة اسوا,negative,الاكل تعبان والخدمه اسوا,اكل تعب خدم اسا
305,تاخير كبير والتعامل فاشل,negative,تاخير كبير والتعامل فاشل,اخر كبر عمل فشل
339,انصحكم فيه المكان رائعة بزاف,positive,انصحكم فيه المكان رائعه بزاف,نصح فيه كان رئع بزف
189,المنتج وصل بسرعة والجودة رائعة,positive,المنتج وصل بسرعه والجوده رائعه,نتج وصل سرع جود رئع
205,المكان ماشي والنظافة صفر,negative,المكان ماشي والنظافه صفر,كان اشي نظف صفر
79,جودة زفت والسعر مرتفع,negative,جوده زفت والسعر مرتفع,جود زفت سعر رفع
12,بصراحة المكان رائعة ما توقعت كذا,positive,بصراحه المكان رائعه ما توقعت كذا,صرح كان رئع ما وقع كذا
444,والله المكان طيبة ما تنلقى زيه في صنعاء,positive,والله المكان طيبه ما تنلقي زيه في صنعاء,ولل كان طيب ما نلق زيه في صنعاء
294,تعامل راقي جدااا والخدمة حلو,positive,تعامل راقي جدا والخدمه حلو,عمل رقي جدا خدم حلو
108,المنتج وصل متاخر والجودة تعبان,negative,المنتج وصل متاخر والجوده تعبان,نتج وصل تخر جود تعب
123,المكان نظيف وجميل واسعاره مناسبة,positive,المكان نظيف وجميل واسعاره مناسبه,كان نظف جمل سعر نسب
487,والله المكان روعة ما تنلقى زيه في صنعاء,positive,والله المكان روعه ما تنلقي زيه في صنعاء,ولل كان روع ما نلق زيه في صنعاء
222,للاسف التعامل تعبان جدا,negative,للاسف التعامل تعبان جدا,اسف عمل تعب جدا
71,ما عندي كلام اقوله غير طيبة,positive,ما عندي كلام اقوله غير طيبه,ما عند كلم اقل غير طيب
214,انصحكم فيه المكان خرافي بزاف,positive,انصحكم فيه المكان خرافي بزاف,نصح فيه كان خرف بزف
18,اسعار مبالغ فيها والخدمة ماشي,negative,اسعار مبالغ فيها والخدمه ماشي,سعر بلغ فيه خدم اشي
433,خيبة امل كبيرة الخدمة تعبانة,negative,خيبه امل كبيره الخدمه تعبانه,خيب امل كبر خدم تعب
31,خدمة العملاء ماشي لا يردون,negative,خدمه العملاء ماشي لا يردون,خدم عملاء اشي لا يرد
416,خدمة االعملااء خاايس لاا يردون,negative,خدمه االعملااء خاايس لاا يردون,خدم االعملااء خايس لاا يرد
373,ما انصح احد يروح المكان مو زين,negative,ما انصح احد يروح المكان مو زين,ما نصح احد يرح كان مو زين
357,خدمة العملاء مو زين لا يردون,negative,خدمه العملاء مو زين لا يردون,خدم عملاء مو زين لا يرد
308,ماا اانصح ااحد يروح االمكاان مو زين,negative,ماا اانصح ااحد يروح االمكاان مو زين,ماا نصح احد يرح الم مو زين
407,والله الخدمة ماشي جدا ما انصح,negative,والله الخدمه ماشي جدا ما انصح,ولل خدم اشي جدا ما نصح
281,المنتج وصل متاخر والجودة سيء,negative,المنتج وصل متاخر والجوده سيء,نتج وصل تخر جود سيء
350,المكان تعبانة والاسعار غالية بزاف,negative,المكان تعبانه والاسعار غاليه بزاف,كان تعب سعر غلي بزف
397,االمنتج زفت ماا يستااهل فلوسه,negative,االمنتج زفت ماا يستااهل فلوسه,نتج زفت ماا اهل فلس
474,تعامل سيئة ما يحترمون الزبون,negative,تعامل سيئه ما يحترمون الزبون,عمل سيئ ما حرم زبن
445,االمنتج وصل متااخر واالجودة زفت,negative,االمنتج وصل متااخر واالجوده زفت,نتج وصل ااخر واالجوده زفت
93,المكان زفت والاسعار غالية بزاف,negative,المكان زفت والاسعار غاليه بزاف,كان زفت سعر غلي بزف
57,تجربة سيئة لن اعود مرة ثانية,negative,تجربه سيئه لن اعود مره ثانيه,جرب سيئ لن اعد مره ثني
201,االله يعطيهم االعاافية خدمتهم طيب,positive,االله يعطيهم االعاافيه خدمتهم طيب,الل يعط االعاافيه خدم طيب
409,تاخير كبير والتعامل زفت,negative,تاخير كبير والتعامل زفت,اخر كبر عمل زفت
447,للاسف التعامل فاشل جدا,negative,للاسف التعامل فاشل جدا,اسف عمل فشل جدا
269,االمكاان تعباان واالااسعاار غاالية بزااف,negative,االمكاان تعباان واالااسعاار غااليه بزااف,الم تعب واالااسعاار غال زاف
152,خيبة امل كبيرة الخدمة سيئة,negative,خيبه امل كبيره الخدمه سيئه,خيب امل كبر خدم سيئ
103,زرت المكان امس والحمد لله كان خرافي,positive,زرت المكان امس والحمد لله كان خرافي,زرت كان امس حمد لله كان خرف
407,ما عندي كلام اقوله غير رائع,positive,ما عندي كلام اقوله غير رائع,ما عند كلم اقل غير رئع
113,االمنتج خراافي نفس االوصف باالضبط,positive,االمنتج خراافي نفس االوصف باالضبط,نتج خراف نفس وصف ضبط
91,المنتج ردية غير الصور,negative,المنتج رديه غير الصور,نتج رده غير صور
477,الاكل ردية والخدمة اسوا,negative,الاكل رديه والخدمه اسوا,اكل رده خدم اسا
239,ما عندي كلام اقوله غير حلوة,positive,ما عندي كلام اقوله غير حلوه,ما عند كلم اقل غير حله
466,المنتج وصل بسرعة والجودة خرافي,positive,المنتج وصل بسرعه والجوده خرافي,نتج وصل سرع جود خرف
53,جودة فاشلة والسعر مرتفع,negative,جوده فاشله والسعر مرتفع,جود فشل سعر رفع
241,ما عندي كلام اقوله غير اسطوري,positive,ما عندي كلام اقوله غير اسطوري,ما عند كلم اقل غير سطر
316,اسعار مبالغ فيها والخدمة فاشل,negative,اسعار مبالغ فيها والخدمه فاشل,سعر بلغ فيه خدم فشل
50,تجربة رائع بكل المقاييس,positive,تجربه رائع بكل المقاييس,جرب رئع بكل مقاييس
114,الجودة خرافية والسعر ممتاز,positive,الجوده خرافيه والسعر ممتاز,جود خرف سعر متز
214,المنتج وصل متاخر والجودة مو حلو,negative,المنتج وصل متاخر والجوده مو حلو,نتج وصل تخر جود مو حلو
359,بصراحة المكان حلو ما توقعت كذا,positive,بصراحه المكان حلو ما توقعت كذا,صرح كان حلو ما وقع كذا
324,اسعار مبالغ فيها والخدمة سيء,negative,اسعار مبالغ فيها والخدمه سيء,سعر بلغ فيه خدم سيء
67,منتج قمة وانصح الجميع فيه,positive,منتج قمه وانصح الجميع فيه,نتج قمه نصح جمع فيه
22,تجربة مااشي لن ااعود مرة ثاانية,negative,تجربه مااشي لن ااعود مره ثاانيه,جرب اشي لن اعد مره ثان
437,افضل مكان في المنطقة الخدمة روعة,positive,افضل مكان في المنطقه الخدمه روعه,فضل كان في طقه خدم روع
